"","id.new","date.col","RM","features","Provenance","NEW.TLS","WT","vat.cum","year","Wr","hatch","Sr","Ba","Mn","P","Cu","Mg"
"117","OTEL16",2021-11-15,NA,"Bright Angel Upper",NA,295,240,0,"2021",86.4048408127833,2019,0.39518613623594,0.0588389780011127,0.00410139332098853,57108.8417567042,0.00862808325264755,0.0666795053241235
"118","OTEL18",2021-11-18,NA,"Bright Angel Upper",NA,304,226,0,"2021",74.4393601854358,2019,0.429764456737948,0.0710521649240139,0.0056887833386649,43184.2782651335,0.00408273730513279,0.0671608896081573
"119","OTEL19",2021-11-18,NA,"Bright Angel Upper",NA,526,1410,0,"2021",91.6434246208594,2016,0.401543894359298,0.0457654729838034,0.00357371846951931,78506.4891757415,0.00318459720248447,0.0668799321433992
"120","OTEL20",2021-11-19,NA,"Bright Angel Upper",NA,310,317,53,"2021",98.5436509562227,2019,0.547662811462647,0.0667713784778835,0.00483361025457663,55734.2896489318,0.00758565708333569,0.0625690859742276
"121","OTEL21",2021-11-19,NA,"Bright Angel Upper",NA,310,292,0,"2021",90.7720696505269,2019,0.451139421443046,0.0545487961378938,0.00252925000980197,38954.5980113893,0.00381535397577079,0.0430870653592389
"122","OTEL22",2021-11-19,NA,"Bright Angel Upper",NA,324,290,0,"2021",79.1015088509825,2019,0.418418237935832,0.0542948908558714,0.00444348728967653,39180.708510316,0.00103253159071477,0.0333260569125653
"123","OTEL23",2021-11-19,NA,"Bright Angel Upper",NA,310,230,0,"2021",71.4985480124013,2019,0.41411816093761,0.0580331744792736,0.00467446073115813,72814.7811052935,0.0040103118075401,0.0600180297151485
"124","OTEL24",2021-11-19,NA,"Bright Angel Upper",NA,309,294,0,"2021",92.2720631545226,2019,0.464738308890251,0.0856597146583905,0.00479027368077382,94499.7492484759,0.0066158733437769,0.079619466377133
"125","OTEL25",2021-11-20,NA,"Bright Angel Upper",NA,298,292,51.5,"2021",102.024085300037,2019,0.431102710298912,0.0598218472630151,0.00482992960183077,39087.2234806514,0.00135793202772434,0.0415908242899333
"126","OTEL26",2021-11-22,NA,"Bright Angel Upper",NA,328,337,0,"2021",88.6427709409168,2019,0.336441624381813,0.0511947585301555,0.00273199345327827,58353.9595851836,0.00243118347309613,0.0443993422725747
"127","OTEL27",2021-11-22,NA,"Bright Angel Upper",NA,307,273,8,"2021",87.3439957094503,2019,0.42545052034588,0.0732433763844659,0.00520392538900484,62477.9302737627,0.00813328437992782,0.0797992384626651
"128","OTEL29",2021-11-22,NA,"Bright Angel Upper",NA,306,267,0,"2021",86.2533236473984,2019,0.390028504627211,0.0571675843214971,0.00360079267862269,80019.0476044621,0.00378367644015272,0.0546319136720431
"129","OTEL30",2021-11-22,NA,"Bright Angel Upper",NA,390,559,95.5,"2021",88.076606036883,2017,0.474171290106504,0.0674752227847567,0.00241785593710258,35820.4345119404,0.0022062298637762,0.044588841952578
"130","OTEL31",2021-11-24,NA,"Bright Angel Upper",NA,300,264,51,"2021",90.4325990861322,2019,0.390481325433547,0.0436881855973436,0.00591547847560703,85259.8441022938,0.00716077350921055,0.0872913057998152
